zipcode,walkable_false,walkable_true,health_level_dead,health_level_fair,health_level_good,health_level_poor,ada_access_no,ada_access_yes,ada_access_partial,type_is_active_cleanup_mild_threat,type_is_active_significant_threat,type_is_completed_clean,type_is_maintain_continued_threat,type_is_potential_threat,type_is_felony,type_is_violation,type_is_misdemeanor,danger_level_is_high,danger_level_is_low,lunch_eligibity_high_False,lunch_eligibity_high_True,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high_False,lunch_eligibity_high_True,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile,lunch_eligibity_high_False,lunch_eligibity_high_True,type_is_Top 25th Percentile,type_is_50th Percentile,type_is_75th Percentile,type_is_Bottom 25th Percentile
10308,0.0,403.0,310.0,1246.0,5223.0,337.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,12.0,16.0,3.0,36.0,3.0,0.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10309,0.0,462.0,544.0,1623.0,9890.0,593.0,3.0,0.0,0.0,2.0,0.0,4.0,0.0,0.0,3.0,4.0,2.0,0.0,9.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10310,205.0,0.0,135.0,253.0,3162.0,79.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,49.0,113.0,9.0,212.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,3.0,7.0,0.0,13.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,1.0,1.0
10312,813.0,0.0,830.0,3594.0,16691.0,1071.0,2.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,5.0,5.0,25.0,1.0,34.0,5.0,0.0,2.0,3.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
10313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,17.0,11.0,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10314,936.0,0.0,575.0,2340.0,13328.0,662.0,0.0,0.0,0.0,0.0,2.0,5.0,1.0,0.0,13.0,7.0,21.0,4.0,37.0,8.0,0.0,4.0,3.0,1.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,3.0,0.0,1.0,0.0,2.0,0.0
10421,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10422,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,217.0,144.0,284.0,75.0,570.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10451,0.0,75.0,183.0,448.0,1632.0,187.0,2.0,1.0,0.0,12.0,1.0,35.0,0.0,0.0,590.0,376.0,1075.0,160.0,1881.0,0.0,10.0,4.0,1.0,0.0,5.0,0.0,7.0,0.0,3.0,0.0,4.0,0.0,6.0,0.0,2.0,0.0,4.0
10452,0.0,33.0,294.0,570.0,2288.0,168.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,345.0,122.0,613.0,180.0,900.0,0.0,12.0,2.0,2.0,3.0,5.0,0.0,5.0,0.0,2.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
10453,0.0,39.0,176.0,520.0,2249.0,105.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,586.0,384.0,885.0,196.0,1659.0,0.0,13.0,0.0,2.0,2.0,9.0,0.0,10.0,0.0,2.0,4.0,4.0,1.0,2.0,0.0,0.0,1.0,2.0
10454,0.0,24.0,96.0,302.0,1297.0,60.0,5.0,0.0,0.0,4.0,1.0,9.0,0.0,0.0,702.0,452.0,998.0,206.0,1946.0,0.0,17.0,4.0,5.0,4.0,4.0,0.0,6.0,0.0,2.0,3.0,1.0,0.0,2.0,0.0,0.0,2.0,0.0
10455,0.0,35.0,144.0,299.0,1523.0,78.0,1.0,0.0,0.0,1.0,0.0,6.0,0.0,0.0,508.0,400.0,841.0,198.0,1551.0,0.0,7.0,1.0,0.0,2.0,4.0,0.0,6.0,0.0,2.0,0.0,4.0,0.0,3.0,0.0,1.0,1.0,1.0
10456,0.0,64.0,331.0,529.0,3042.0,183.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,418.0,305.0,681.0,123.0,1281.0,0.0,17.0,3.0,0.0,6.0,8.0,0.0,16.0,1.0,3.0,3.0,9.0,0.0,10.0,0.0,1.0,1.0,8.0
10457,0.0,75.0,263.0,920.0,2720.0,272.0,3.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,499.0,339.0,938.0,219.0,1557.0,0.0,17.0,2.0,0.0,4.0,11.0,0.0,18.0,0.0,6.0,2.0,10.0,0.0,10.0,0.0,1.0,2.0,7.0
10458,0.0,89.0,193.0,508.0,2559.0,145.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,432.0,237.0,656.0,157.0,1168.0,0.0,8.0,0.0,0.0,2.0,6.0,0.0,5.0,0.0,1.0,0.0,4.0,0.0,7.0,0.0,0.0,2.0,5.0
10459,0.0,63.0,168.0,387.0,2436.0,87.0,4.0,1.0,0.0,2.0,0.0,2.0,0.0,0.0,300.0,256.0,519.0,106.0,969.0,0.0,6.0,1.0,1.0,1.0,3.0,0.0,5.0,1.0,1.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,3.0
10460,0.0,79.0,177.0,401.0,2569.0,114.0,1.0,1.0,0.0,3.0,0.0,5.0,0.0,0.0,237.0,208.0,425.0,75.0,795.0,0.0,10.0,0.0,0.0,2.0,8.0,0.0,8.0,0.0,0.0,3.0,5.0,0.0,3.0,0.0,0.0,0.0,3.0
10461,0.0,227.0,256.0,447.0,4780.0,153.0,4.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,80.0,69.0,110.0,22.0,237.0,2.0,4.0,3.0,3.0,0.0,0.0,1.0,3.0,0.0,4.0,0.0,0.0,2.0,4.0,0.0,0.0,1.0,5.0
10462,0.0,306.0,186.0,432.0,3491.0,125.0,3.0,1.0,0.0,4.0,0.0,5.0,0.0,1.0,121.0,59.0,164.0,26.0,318.0,2.0,7.0,2.0,1.0,4.0,2.0,2.0,4.0,0.0,5.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
10463,0.0,314.0,170.0,495.0,2896.0,162.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,120.0,135.0,294.0,44.0,505.0,2.0,5.0,1.0,2.0,2.0,2.0,1.0,5.0,0.0,2.0,4.0,0.0,3.0,7.0,0.0,1.0,2.0,7.0
10464,57.0,0.0,24.0,129.0,873.0,36.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,5.0,1.0,1.0,7.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10465,360.0,0.0,158.0,459.0,4437.0,129.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0,52.0,68.0,9.0,147.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
10466,0.0,286.0,285.0,503.0,4151.0,149.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,201.0,134.0,349.0,137.0,547.0,1.0,7.0,1.0,1.0,2.0,4.0,0.0,3.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,3.0
10467,0.0,185.0,276.0,530.0,3388.0,161.0,5.0,1.0,0.0,2.0,0.0,3.0,0.0,0.0,182.0,122.0,285.0,57.0,532.0,0.0,7.0,0.0,1.0,3.0,3.0,0.0,9.0,0.0,2.0,4.0,3.0,1.0,4.0,0.0,0.0,1.0,4.0
10468,0.0,77.0,171.0,459.0,2273.0,87.0,6.0,2.0,0.0,3.0,0.0,7.0,0.0,0.0,227.0,159.0,415.0,63.0,738.0,0.0,6.0,0.0,0.0,1.0,5.0,0.0,4.0,0.0,1.0,0.0,3.0,2.0,6.0,2.0,0.0,2.0,4.0
10469,0.0,365.0,392.0,731.0,5378.0,209.0,2.0,1.0,0.0,3.0,0.0,2.0,0.0,0.0,110.0,84.0,188.0,36.0,346.0,1.0,5.0,1.0,0.0,3.0,2.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,5.0,0.0,0.0,1.0,4.0
10470,0.0,84.0,63.0,182.0,1088.0,55.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,62.0,88.0,109.0,16.0,243.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10471,0.0,206.0,99.0,255.0,1505.0,44.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0,23.0,19.0,4.0,59.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10472,0.0,98.0,129.0,348.0,2852.0,101.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0,0.0,1.0,2.0,3.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,3.0
10473,200.0,0.0,133.0,453.0,3654.0,129.0,0.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,96.0,68.0,138.0,25.0,277.0,2.0,7.0,4.0,0.0,2.0,3.0,0.0,7.0,0.0,2.0,1.0,4.0,0.0,6.0,0.0,0.0,0.0,6.0
10474,10.0,0.0,182.0,328.0,2022.0,112.0,0.0,0.0,0.0,11.0,0.0,17.0,1.0,0.0,58.0,45.0,113.0,19.0,197.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
10475,0.0,20.0,69.0,252.0,1500.0,44.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0,65.0,116.0,147.0,6.0,322.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,3.0,0.0,2.0,1.0,1.0,2.0,1.0,0.0,0.0,1.0,2.0
10499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,19.0,54.0,4.0,84.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11001,53.0,0.0,85.0,88.0,1184.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11004,200.0,0.0,125.0,548.0,3353.0,104.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,24.0,19.0,31.0,11.0,63.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11005,117.0,0.0,15.0,43.0,104.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11040,55.0,0.0,25.0,107.0,678.0,55.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11096,0.0,0.0,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11101,0.0,582.0,142.0,623.0,2429.0,193.0,11.0,3.0,0.0,28.0,6.0,68.0,0.0,5.0,193.0,121.0,261.0,60.0,515.0,1.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,0.0,1.0,4.0,6.0,3.0,1.0,5.0,1.0
11102,0.0,147.0,84.0,258.0,1319.0,81.0,1.0,1.0,0.0,4.0,0.0,2.0,0.0,0.0,191.0,123.0,393.0,138.0,569.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
11103,0.0,170.0,125.0,294.0,1875.0,82.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,151.0,95.0,301.0,31.0,516.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11104,0.0,102.0,49.0,316.0,1233.0,66.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,147.0,138.0,208.0,40.0,453.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11105,0.0,77.0,165.0,550.0,3085.0,125.0,0.0,0.0,0.0,3.0,0.0,2.0,0.0,0.0,103.0,108.0,176.0,24.0,363.0,3.0,0.0,3.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
11106,0.0,110.0,91.0,228.0,1586.0,59.0,1.0,0.0,0.0,2.0,0.0,6.0,0.0,0.0,160.0,137.0,502.0,40.0,759.0,1.0,3.0,1.0,2.0,0.0,1.0,1.0,4.0,1.0,3.0,1.0,0.0,2.0,2.0,1.0,1.0,1.0,1.0
11109,0.0,26.0,2.0,6.0,78.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11120,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11135,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11201,0.0,692.0,157.0,927.0,3244.0,186.0,4.0,3.0,0.0,3.0,0.0,16.0,0.0,0.0,65.0,54.0,86.0,25.0,180.0,6.0,2.0,4.0,2.0,0.0,2.0,3.0,2.0,0.0,4.0,1.0,0.0,2.0,6.0,0.0,0.0,3.0,5.0
11203,0.0,254.0,218.0,398.0,4406.0,119.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,214.0,130.0,231.0,52.0,523.0,1.0,9.0,1.0,5.0,3.0,1.0,2.0,6.0,1.0,2.0,3.0,2.0,1.0,5.0,0.0,0.0,3.0,3.0
11204,0.0,198.0,170.0,439.0,3978.0,144.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,33.0,107.0,8.0,185.0,5.0,4.0,4.0,5.0,0.0,0.0,1.0,7.0,0.0,8.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0
11205,0.0,174.0,116.0,328.0,2129.0,67.0,0.0,0.0,0.0,8.0,1.0,12.0,0.0,1.0,196.0,105.0,248.0,63.0,486.0,4.0,7.0,3.0,3.0,0.0,5.0,1.0,5.0,0.0,1.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,2.0
11206,0.0,147.0,217.0,674.0,3043.0,134.0,2.0,1.0,0.0,11.0,0.0,20.0,0.0,2.0,515.0,337.0,728.0,136.0,1444.0,1.0,16.0,3.0,4.0,6.0,4.0,1.0,7.0,1.0,2.0,3.0,2.0,1.0,3.0,1.0,0.0,0.0,3.0
11207,0.0,306.0,341.0,1387.0,6564.0,342.0,29.0,1.0,2.0,6.0,0.0,4.0,0.0,0.0,305.0,188.0,278.0,90.0,681.0,1.0,17.0,2.0,1.0,4.0,11.0,1.0,9.0,0.0,2.0,4.0,4.0,0.0,3.0,0.0,0.0,0.0,3.0
11208,0.0,286.0,349.0,1053.0,6451.0,392.0,6.0,1.0,0.0,8.0,1.0,7.0,1.0,2.0,280.0,211.0,265.0,69.0,687.0,0.0,12.0,2.0,3.0,3.0,4.0,0.0,9.0,0.0,3.0,1.0,5.0,0.0,4.0,0.0,0.0,0.0,4.0
11209,1.0,404.0,265.0,588.0,5203.0,145.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,113.0,123.0,393.0,36.0,593.0,4.0,2.0,4.0,2.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
11210,2.0,194.0,277.0,618.0,4341.0,216.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,170.0,108.0,298.0,44.0,532.0,3.0,5.0,0.0,2.0,3.0,3.0,0.0,3.0,0.0,1.0,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0
11211,0.0,318.0,177.0,493.0,3357.0,116.0,6.0,2.0,0.0,14.0,2.0,31.0,0.0,0.0,334.0,139.0,399.0,152.0,720.0,4.0,1.0,2.0,0.0,2.0,1.0,2.0,2.0,0.0,1.0,3.0,0.0,0.0,5.0,0.0,0.0,3.0,2.0
11212,0.0,122.0,198.0,451.0,3461.0,95.0,1.0,0.0,0.0,2.0,0.0,3.0,0.0,1.0,290.0,205.0,381.0,82.0,794.0,1.0,19.0,4.0,2.0,3.0,11.0,0.0,14.0,0.0,6.0,2.0,6.0,0.0,4.0,0.0,0.0,1.0,3.0
11213,0.0,117.0,154.0,568.0,2830.0,100.0,3.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,373.0,239.0,550.0,169.0,993.0,0.0,8.0,0.0,2.0,3.0,3.0,0.0,5.0,0.0,3.0,2.0,0.0,0.0,4.0,0.0,0.0,1.0,3.0
11214,0.0,254.0,191.0,536.0,3512.0,102.0,5.0,2.0,0.0,1.0,0.0,3.0,0.0,1.0,132.0,94.0,234.0,71.0,389.0,1.0,7.0,2.0,5.0,1.0,0.0,1.0,4.0,0.0,4.0,1.0,0.0,1.0,5.0,0.0,1.0,3.0,2.0
11215,0.0,638.0,210.0,896.0,5007.0,247.0,6.0,0.0,0.0,12.0,1.0,8.0,0.0,0.0,161.0,128.0,249.0,56.0,482.0,9.0,0.0,8.0,1.0,0.0,0.0,6.0,1.0,0.0,6.0,1.0,0.0,2.0,1.0,1.0,0.0,0.0,2.0
11216,0.0,230.0,82.0,558.0,2765.0,107.0,2.0,1.0,0.0,1.0,0.0,2.0,0.0,1.0,383.0,230.0,489.0,143.0,959.0,1.0,6.0,2.0,1.0,2.0,2.0,1.0,4.0,1.0,3.0,0.0,1.0,0.0,3.0,0.0,0.0,2.0,1.0
11217,0.0,287.0,89.0,622.0,2411.0,122.0,3.0,3.0,0.0,4.0,1.0,8.0,0.0,0.0,273.0,162.0,402.0,91.0,746.0,3.0,0.0,2.0,1.0,0.0,0.0,2.0,1.0,0.0,2.0,1.0,0.0,2.0,1.0,2.0,0.0,1.0,0.0
11218,0.0,287.0,184.0,638.0,3878.0,168.0,1.0,0.0,0.0,3.0,0.0,3.0,0.0,0.0,124.0,75.0,175.0,33.0,341.0,4.0,2.0,3.0,2.0,1.0,0.0,3.0,2.0,1.0,4.0,0.0,0.0,2.0,0.0,0.0,1.0,1.0,0.0
11219,0.0,169.0,201.0,530.0,3590.0,142.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,106.0,44.0,159.0,27.0,282.0,0.0,6.0,5.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
11220,5.0,193.0,227.0,535.0,3744.0,171.0,4.0,0.0,1.0,4.0,0.0,10.0,0.0,0.0,237.0,105.0,339.0,109.0,572.0,0.0,6.0,1.0,1.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
11221,0.0,340.0,152.0,744.0,4058.0,144.0,4.0,0.0,0.0,2.0,0.0,5.0,0.0,0.0,290.0,205.0,371.0,89.0,777.0,2.0,15.0,3.0,3.0,3.0,8.0,2.0,9.0,0.0,5.0,1.0,5.0,1.0,2.0,0.0,0.0,0.0,3.0
11222,0.0,173.0,121.0,519.0,2922.0,142.0,1.0,1.0,0.0,11.0,7.0,13.0,0.0,5.0,188.0,96.0,414.0,81.0,617.0,3.0,0.0,2.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0
11223,0.0,196.0,236.0,939.0,4597.0,209.0,13.0,1.0,0.0,1.0,0.0,2.0,0.0,2.0,70.0,41.0,81.0,22.0,170.0,3.0,2.0,2.0,2.0,0.0,1.0,1.0,2.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0
11224,0.0,147.0,162.0,492.0,1185.0,110.0,3.0,1.0,0.0,3.0,0.0,8.0,1.0,0.0,147.0,73.0,248.0,48.0,420.0,0.0,4.0,0.0,0.0,1.0,3.0,1.0,2.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
11225,0.0,128.0,77.0,393.0,2326.0,72.0,2.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,180.0,99.0,287.0,51.0,515.0,0.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,0.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,1.0,3.0
11226,0.0,238.0,169.0,460.0,3120.0,126.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,422.0,239.0,615.0,104.0,1172.0,1.0,7.0,1.0,2.0,2.0,3.0,0.0,4.0,0.0,1.0,1.0,2.0,0.0,4.0,0.0,0.0,1.0,3.0
11227,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11228,0.0,215.0,162.0,461.0,3048.0,114.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,49.0,93.0,19.0,184.0,3.0,1.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
